time,loss
2025-02-20,0.9829808473587036
2025-02-21,0.624301016330719
2025-02-24,0.5504584312438965
2025-02-25,1.8049545288085938
2025-02-26,3.467456579208374
2025-02-27,6.3950371742248535
2025-02-28,6.326099395751953
2025-03-03,1.059208631515503
2025-03-04,0.86236572265625
2025-03-05,0.816787838935852
2025-03-06,1.7311999797821045
2025-03-07,0.929410457611084
2025-03-10,2.24753737449646
2025-03-11,2.610112190246582
2025-03-12,1.0410956144332886
2025-03-13,0.6788554191589355
2025-03-14,0.4791327118873596
2025-03-17,0.8532764911651611
2025-03-18,0.9475170969963074
2025-03-19,0.6821849346160889
2025-03-20,0.7686450481414795
2025-03-21,0.9601314067840576
2025-03-24,0.42047983407974243
2025-03-25,0.9985578060150146
2025-03-26,0.4172782003879547
2025-03-27,0.6265533566474915
2025-03-28,0.8672350645065308
2025-03-31,0.7460700869560242
2025-04-01,0.3955042362213135
2025-04-02,0.7445313334465027
2025-04-03,0.8888390064239502
2025-04-04,0.49853092432022095
2025-04-08,3.3170270919799805
2025-04-09,1.5985671281814575
2025-04-10,1.2928740978240967
2025-04-11,1.5178278684616089
2025-04-16,1.959274411201477
2025-04-17,0.7531717419624329
2025-04-18,0.7387423515319824
2025-04-21,0.755761981010437
2025-04-22,0.9637118577957153
2025-04-23,0.44023919105529785
2025-04-24,0.7266831398010254
2025-04-25,1.074756383895874
2025-04-28,0.8437739014625549
2025-04-29,0.9430336952209473
2025-04-30,1.839766025543213
2025-05-02,0.9756050705909729
